uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred,adviser_name,staff_id
wzwjmk15,8386332,Maryann Williamson,0,1.1,4.5,4.3,2.1,Kenyatta Berrios,ysftax93
xatzol40,0699698,Bryce Ramsey,0,-0.1,1.2,2.3,3.1,Dawn Curtin,sweucq96
yaticn92,3303151,Doyle Williams,1,0.6,3.8,2.6,1.9,Luis Yoxall,flgkpr62
dfxniw70,9419549,Cesar Seta,0,1.5,1.5,2.4,4.4,Samuel Dalton,wpqorn73
qemyle64,6896202,Paul Tuggle,0,0.5,3,2.8,-1.6,Anne Hernandez,ssujpa10
ilxzlb99,7087476,Ethel Hart,1,-0.9,1.4,4.1,3.9,Samuel Dalton,wpqorn73
yhvyhz22,4494916,Janis Samuel,0,0.4,1.8,4.1,0.5,Irene Feldman,ekhymj67
tedtzg77,5064175,Krista Lollar,0,1.3,1.5,2.8,1.1,Jeanne Mason,cnotli32
uofdnw87,7019382,Patsy Carrel,1,3.7,3.9,4.1,-0.9,Anne Hernandez,ssujpa10
wpxhle29,4490230,Pamela Hawthorne,1,-2.5,-1.3,-2.5,-0.8,Jeanne Mason,cnotli32
xjywge23,8976328,Paul Holmes,0,0.3,4,3.2,3.1,Anne Hernandez,ssujpa10
dduess03,1029914,James Pulido,0,-4.3,-3.7,-4,-4.9,Fred Johnson,fj123
aunaej91,7908931,Terry Manning,1,0.3,3.1,2.7,4.3,Luis Yoxall,flgkpr62
gktpii70,6923061,Ivan Rivera,1,-2.5,-2.5,-0.5,-3.7,Dawn Curtin,sweucq96
rsmjcs76,7466644,Linda Hayward,0,-3.3,0.8,1.1,1.7,Marie Roberts,vnxici28
xopyax24,6143361,Richard Theil,0,-1.2,1.7,1.7,1.2,Kenyatta Berrios,ysftax93
ylzbku53,9092718,Marie Tunstall,1,0.2,2.5,2.1,0.5,Samuel Dalton,wpqorn73
gmnhij07,9857148,George Martinez,1,1,2.9,3.3,4.7,Paul Prince,wndznn45
tszlcp72,2843286,Brenda Ballinger,1,-0.2,2.1,2.1,-3.9,Samuel Dalton,wpqorn73
xkfdiv39,8631344,James Hall,0,-0.2,1.4,2.3,-4.8,Marie Roberts,vnxici28
dgswju06,9011704,James Nerbonne,0,-0.5,3.3,3.2,4.6,Fred Johnson,fj123
tqipyo24,6542918,Robert Vann,0,0.6,3.1,2.5,3.3,Luis Yoxall,flgkpr62
yulqyf86,9074437,Jessica Lester,0,-3.1,-1.2,-0.6,0.5,Basia Murton,bm8567
tvatlc15,1971361,Gloria Blanchard,0,-1.3,1.6,5,4.3,Luis Yoxall,flgkpr62
enbyhw23,9739036,Steve Newton,0,-2.9,-1.1,-2.1,4.4,Marie Roberts,vnxici28
dnryoc80,6025017,Donald Clowes,0,-5,-5,-5,-4.6,Patricia Jackson,hfyvek38
ftiszm23,9927008,Henry Wood,1,-0.4,2,4.2,2.5,Kenyatta Berrios,ysftax93
pmloti48,7201248,Rex Laney,1,-1.3,2.9,2.8,4.2,Dawn Curtin,sweucq96
bxywat24,0427723,Raymond Amato,1,0.3,2.2,3,-1.2,Irene Feldman,ekhymj67
ajnotj67,4186028,Charles Cokely,0,0.5,4.7,2.4,2.9,Basia Murton,bm8567
sftmdn59,5924574,Katherine Kutzner,0,0.8,3,4.2,2.2,Jeanette Lindley,mmxgfl83
ityjle50,7586811,James Galarza,1,1.3,2.7,4.2,0.6,Emily Santos-Bacca,esb99
jgpdfu91,0308398,Connie Hiebert,1,-4.3,-1.6,-2.1,-2.4,Jeanette Lindley,mmxgfl83
pgpeln90,9295003,Richard Washington,1,-0.3,1.5,1.3,-5,Samuel Dalton,wpqorn73
dbxcbu75,7766113,David Szeto,0,-0.6,3.3,2.7,-0.1,Basia Murton,bm8567
fbftiu77,8146194,Bonita Taylor,1,1.9,3.9,4,3.4,Patricia Jackson,hfyvek38
jrnnbi99,6912133,Jesus Mathieu,0,3,3.7,4.5,3.5,Samuel Dalton,wpqorn73
xrliji50,7390818,Dirk Adkins,0,-4.7,-4.7,-0.3,3.4,Patricia Jackson,hfyvek38
isjwpi60,8712092,Catherine Sherrell,1,-3.5,3.2,3.4,4.3,Jeanne Mason,cnotli32
vzmbua42,7301173,Yvonne Wortman,1,0.5,5,4.7,3.2,Jeanne Mason,cnotli32
kzynui63,4858669,Elizabeth Eaton,0,-0.5,2.4,4.4,4.4,Jeanette Lindley,mmxgfl83
xdaagj64,9301645,John Elliot,0,-0.7,3.3,4.2,3.9,Fred Johnson,fj123
ssuykf11,4107511,Earl Smith,1,-1.1,-1.2,-2.5,-2.1,Jeanette Lindley,mmxgfl83
lxoisn83,5156540,Tonya Estes,0,-0.2,1.3,4,2.3,Luis Yoxall,flgkpr62
nvbels67,0341461,Frank Todd,0,-1.4,2.2,3.2,2.5,Fred Johnson,fj123
walwnq04,7509602,James Takahashi,0,0.8,2.3,2.7,2.8,Jeanette Lindley,mmxgfl83
kvoiiz73,8398613,Robert Aponte,1,-0.3,3.1,2.8,-0.3,Samuel Dalton,wpqorn73
toxpyw59,0535307,Walter Meyers,0,-1.9,2.4,1.5,2.7,Anne Hernandez,ssujpa10
fbguaa40,7370201,Eddie Engleberg,0,-0.4,1.9,2.7,4.1,Jeanne Mason,cnotli32
dalrnl12,0796237,Ethel Galloway,0,1.7,1.8,3,2.2,Emily Santos-Bacca,esb99
aeeqmc79,1057002,Agnes Birmingham,0,-1.3,4.4,4.4,3.2,Samuel Dalton,wpqorn73
izwoks39,9547883,William Nay,0,-0.8,3.3,4.3,3.8,Basia Murton,bm8567
zjuawz35,2003075,Eva Doughtie,0,-1.9,1.7,1.8,-5,Michelle Cuellar,oqgnwy64
ykecii27,7248611,Theresa Batarse,0,0.8,2.8,3.4,3.2,Jeanette Lindley,mmxgfl83
qlpamh69,6299888,Myra Reese,1,-0.6,0.3,-0.9,0.6,Samuel Dalton,wpqorn73
urfpii61,8684464,Erika Jackson,0,0.9,2.7,2.9,-0.5,Emily Santos-Bacca,esb99
nbrtnl16,4269235,Daniel Parent,0,-99,-99,-99,-99,Fred Johnson,fj123
othiip09,6224888,Julia Brazil,1,-2.2,2.8,2.4,3.9,Patricia Jackson,hfyvek38
qvlqme95,5520424,Nancy Bryant,1,1.6,3.5,2.7,-5,Marie Roberts,vnxici28
wjqolx67,4458607,Herman Anglea,0,0.9,3.5,1.6,-0.4,Emily Santos-Bacca,esb99
cajerh36,0621708,Mary Fava,1,-0.9,4.4,4.6,4.2,Patricia Jackson,hfyvek38
aoyocw61,7694742,Allen Moore,1,-2.5,1.7,4,4.7,Emily Santos-Bacca,esb99
ttumdp77,4755004,Andrea Williams,1,0.6,2.2,3.3,-2.8,Paul Prince,wndznn45
xvduxv48,9730132,Manuela Henry,0,-1.4,2.6,3.7,4,Irene Feldman,ekhymj67
fdyufb88,3341426,Chad Snider,0,0.3,0.1,3.6,2.2,Paul Prince,wndznn45
lbfnor44,1688646,Pamela Cottle,1,-3.5,2.8,0.7,-2.5,Paul Prince,wndznn45
xfghsu28,7653424,Bill Street,1,-0.7,1.6,3.3,-4,Patricia Jackson,hfyvek38
dkamii82,1563082,Michelle Romero,1,-1.6,1.2,-0.6,2.8,Jeanne Mason,cnotli32
uvuice92,7395970,Ruby Mcbrien,1,-1.5,2.5,3.6,3.7,Samuel Dalton,wpqorn73
hdxdju76,5681029,Linda Duffy,0,-1.6,-1.3,-2.2,2.8,Kenyatta Berrios,ysftax93
hajcnd45,6963754,Christopher Alcott,1,2.3,3.1,3.4,-0.6,Emily Santos-Bacca,esb99
nznrim77,0461936,Omar Patterson,0,0.7,-1.5,2.5,1.2,Anne Hernandez,ssujpa10
zbsgch79,9125153,Annie Townsend,1,2.8,3.2,4.7,3.1,Kenyatta Berrios,ysftax93
zbgtyq60,3461504,Maren Read,0,0.6,1.3,2.9,0.5,Luis Yoxall,flgkpr62
lrniiy50,1734282,Valarie Donahue,0,-2.5,3.8,3.1,2.9,Kenyatta Berrios,ysftax93
vzpokk74,5756709,William Neubauer,0,1.3,3.8,3.5,4.6,Fred Johnson,fj123
zqozfu08,3226732,Kathryn Goodson,0,0.1,1.7,3,2.9,Marie Roberts,vnxici28
dsszss27,4857074,Eugene Ragle,0,-2.5,-1.8,4.4,4.4,Michelle Cuellar,oqgnwy64
nndjuu17,0573587,Tonya Strahle,0,1,4.4,5,3.6,Jeanette Lindley,mmxgfl83
qpaapc13,8876249,Samantha Bermudez,0,1.8,0.2,5,3.2,Fred Johnson,fj123
ogzcvm81,1167977,Betty Anderson,1,-3.3,3.8,5,4.4,Luis Yoxall,flgkpr62
wpswbz60,8353588,Melinda Hoffman,1,-0.5,2.5,1.9,2.3,Irene Feldman,ekhymj67
fzdmtu69,4534138,Jason Little,1,-1.9,-1.8,0,-4.9,Kenyatta Berrios,ysftax93
bzjtma89,0300347,Sara Palmer,0,-0.3,2.7,3.7,-0.2,Jeanette Lindley,mmxgfl83
quovgb00,8303745,Evelyn Malone,0,-4.4,-3.6,-4.7,1.9,Dawn Curtin,sweucq96
iwlqzu64,5630072,Sonya Stewart,1,0.2,2.7,3.2,0.9,Irene Feldman,ekhymj67
hzhsdp11,1044310,Mark Carson,0,-0.4,1.6,5,4.2,Jeanette Lindley,mmxgfl83
djotke22,6520516,Joe Johnson,1,0.7,4.2,2.4,1.6,Fred Johnson,fj123
exfbgg12,2514604,James Smith,0,-2.3,0.7,2.1,3.6,Jeanette Lindley,mmxgfl83
odkwfu46,1693111,Michael Nutt,0,1.9,2.8,4.9,3.9,Kenyatta Berrios,ysftax93
psogtr03,4080358,Linda Howell,0,-0.7,0.8,2.7,1.5,Kenyatta Berrios,ysftax93
glakgr84,6074521,Florence Cooper,0,-2,3.6,1.2,-4.7,Paul Prince,wndznn45
mkbert30,5602723,Anne Lamb,1,-0.7,3.7,2.3,1.5,Irene Feldman,ekhymj67
cqmaza15,8355239,Marilyn Myers,0,0.8,2.8,3.6,4.6,Samuel Dalton,wpqorn73
wwbvuh37,1994110,Denis Guzman,0,-0.8,4.8,4.2,1.4,Anne Hernandez,ssujpa10
dgfuus87,2870472,Terry Jones,0,1.7,4.4,4.3,3.7,Jeanette Lindley,mmxgfl83
dymasd69,1942788,Kristie Fielding,0,-0.9,-1.4,0.3,1.4,Anne Hernandez,ssujpa10
hmkcra04,4018841,Susan Sweeney,0,-1.1,2.2,2,1.7,Jeanne Mason,cnotli32
fdylxh17,9065363,Odette Phillips,0,1.4,3.3,4.7,4,Emily Santos-Bacca,esb99
xlzvpe65,3375311,Gwendolyn Kirkendall,1,-0.9,4.2,3.8,-2.1,Fred Johnson,fj123
ozaewn58,2527440,Rosemarie Cammarata,1,-99,-99,-99,-99,Basia Murton,bm8567
fhgakk09,5715177,Amy Beckett,1,-0.9,1.5,2.2,0.8,Irene Feldman,ekhymj67
mipylj93,0853669,Marylee Hunt,0,0.8,0.7,3.4,4,Irene Feldman,ekhymj67
txbnjp28,5541324,Leona Collins,0,2.3,1.5,0.6,-0.3,Luis Yoxall,flgkpr62
bffxwt41,9192378,Earline Graves,0,-1.2,3.7,3.8,3.2,Emily Santos-Bacca,esb99
ivubeu46,2856412,Heather Hambright,0,-99,-99,-99,-99,Jeanne Mason,cnotli32
ybwwhv88,9275927,Anne Lane,0,-0.3,1.9,2.6,0.6,Paul Prince,wndznn45
glnbep50,2829144,Doris White,0,-1.4,3,2.1,0.7,Patricia Jackson,hfyvek38
wipngy05,6602589,Kimberly Burkholder,0,-0.7,3.1,4.3,0.6,Marie Roberts,vnxici28
vwlkyh93,4169789,Sherice Demarsico,0,-3.8,-3.6,3.2,3.8,Samuel Dalton,wpqorn73
wdycyb00,3018572,Paul Dolan,0,-2.1,-1.7,-1,2.4,Samuel Dalton,wpqorn73
cegqny48,5206386,Joseph Wainwright,1,-1.9,-2.5,-1.1,-0.6,Emily Santos-Bacca,esb99
kogere10,2552328,Wanda Hintz,0,-2.1,5,3,2.9,Jeanette Lindley,mmxgfl83
rmgtkn89,8544474,Dorothy Morales,0,-2.7,5,4.9,3.8,Emily Santos-Bacca,esb99
lvuvsc10,1924215,Jesse Marcano,1,-2.8,-0.1,0.5,-2.1,Kenyatta Berrios,ysftax93
fimwjj34,4684951,Megan Colon,0,-0.7,-0.7,0.7,2.7,Luis Yoxall,flgkpr62
ennyuu79,8262922,Charles Clark,0,-0.8,4.7,4.7,4.8,Samuel Dalton,wpqorn73
oedtng78,3298965,Adam Allison,0,-2.5,-0.7,2.2,0.7,Dawn Curtin,sweucq96
bwhrvz58,0844374,Brittany Redding,1,0.8,4.4,3.2,3.4,Basia Murton,bm8567
iwzyjb01,4355327,Rebecca Smith,1,0.3,1.8,3,-4.8,Kenyatta Berrios,ysftax93
agsxbm03,0481287,Troy Larson,0,-2.1,0.1,1.8,-4.4,Basia Murton,bm8567
knnczc08,2849864,Ellen Keeth,1,-2.8,1.2,3.8,4,Emily Santos-Bacca,esb99
zatiqz37,7453998,Dustin Allen,1,-1.3,3.4,4.1,3.7,Anne Hernandez,ssujpa10
kliyfu63,4615576,Magdalena Johnson,0,-3,-1,-2.2,0.4,Paul Prince,wndznn45
vaplos02,2232630,Cody Tiger,0,2.2,2.9,4.5,0.7,Irene Feldman,ekhymj67
srdjqx80,4700076,Bradley Peterson,1,-0.9,5,3.9,1.1,Irene Feldman,ekhymj67
krffnt06,9760342,Frank Campbell,1,-0.8,2.2,3.2,-1.2,Basia Murton,bm8567
xcyuai44,8721410,William Bambeck,1,-1.5,0.3,2.6,-1.2,Jeanne Mason,cnotli32
dgnwbd03,6351866,John Grammer,1,-2.7,1.4,1.4,-1.6,Patricia Jackson,hfyvek38
elyxqj07,6238531,Maggie Smith,1,-0.3,3.9,3.6,1.5,Jeanette Lindley,mmxgfl83
lrwogz73,5712396,Edward Smith,1,1.8,3,4.9,3.6,Emily Santos-Bacca,esb99
kuofri20,2850373,Walter Parker,0,-2.9,-0.6,4.6,4,Luis Yoxall,flgkpr62
qdcdhb30,3777612,Jack Hayes,0,-4,0.2,-1.5,-4.2,Marie Roberts,vnxici28
lwfahj84,9402529,Claudette Bender,0,-1.1,2.8,2.4,1.5,Luis Yoxall,flgkpr62
hobuby68,8795990,Brian Fernandez,0,-2,1.7,2.4,1.7,Fred Johnson,fj123
xjriiy92,6768404,Adam Dunaway,1,-2,1.4,3.1,-1.7,Fred Johnson,fj123
jwajrs18,5239795,Cynthia Blackshear,0,0.1,2.6,2,1.8,Jeanette Lindley,mmxgfl83
xotexw41,6537123,Carol Cianchetti,1,-3.8,-3.3,-3.6,2.6,Michelle Cuellar,oqgnwy64
ikaoia60,4087496,Howard Hurless,0,0.8,4,1.7,3.5,Emily Santos-Bacca,esb99
xdtvia59,4223317,Leonard Briggs,1,-0.2,3.1,3.9,3.5,Fred Johnson,fj123
gdxbmc17,3959374,Gregory Storms,0,1.6,2.5,2.5,3,Jeanne Mason,cnotli32
abkezp87,9211348,Linda Ingrum,0,0.6,2.4,-0.2,0.3,Michelle Cuellar,oqgnwy64
eesmow85,3342577,Lucille Price,1,-3,5,3.5,4.8,Anne Hernandez,ssujpa10
lcyyet13,9831973,Angel Doss,1,-0.6,0.3,0.8,-3.3,Fred Johnson,fj123
peovif92,1379797,Leslie Holbrook,0,-0.9,2.6,4.4,4.2,Samuel Dalton,wpqorn73
jxkvvn85,2773669,Vicky Cassady,0,-0,4.4,3.6,-1.4,Dawn Curtin,sweucq96
evaenn08,4975716,John Burbridge,0,-2.7,1.5,1,-4.7,Marie Roberts,vnxici28
qgahcz96,4901624,Corey Visher,0,-0.7,4.8,3.3,4,Michelle Cuellar,oqgnwy64
ibimuz13,7999551,Christina Vega,1,-1.7,1.7,-99,0.1,Jeanne Mason,cnotli32
kmtqgu38,4826629,Charles Copeland,0,-1.6,2.3,0.9,0.8,Fred Johnson,fj123
qzvcis22,0137387,Eva Mikel,0,-1,3,2.1,4,Samuel Dalton,wpqorn73
zdxoiv18,2487003,Nancy Adams,0,-1,0.6,1.6,-4.9,Basia Murton,bm8567
iernxx39,4712446,Donald Baucum,1,-2,0.6,-0.2,-5,Samuel Dalton,wpqorn73
kpatzw63,0838002,Jennifer Willis,0,-4.4,4,1.5,3.7,Emily Santos-Bacca,esb99
lgdgge34,0948811,Colin Scholer,0,-1.2,1.3,1.8,-2,Paul Prince,wndznn45
sinobj66,7875070,John King,0,-1.2,4.3,3.2,3.6,Irene Feldman,ekhymj67
thwvpw14,1239404,Lucille Laney,1,1.3,3.4,2.9,2.9,Luis Yoxall,flgkpr62
cjdgfv25,7569175,Josephine Petruzzelli,1,1.9,4.6,4.8,-2.6,Anne Hernandez,ssujpa10
uvepbj24,5561961,Ella Hanson,0,0.6,2.7,3.9,1,Samuel Dalton,wpqorn73
hlyynf44,3875009,Patricia Zinner,0,-0.5,4.3,3.5,0.8,Anne Hernandez,ssujpa10
fhvtjh02,1613128,James Flagg,0,-1.7,1.9,3,-2,Jeanette Lindley,mmxgfl83
bguokc83,9074406,Christian Howard,0,0.4,3.4,4,-2.2,Basia Murton,bm8567
ppdswr86,4905722,Anthony Cline,0,1,2.6,3,2,Marie Roberts,vnxici28
hpjfto91,1162573,Gary Peterson,0,0,4.5,4.8,2.8,Jeanne Mason,cnotli32
advawh13,0964180,Carolee Rhodes,0,0.5,1.9,4.4,-0.5,Kenyatta Berrios,ysftax93
ndqomb72,8842957,Deborah Nunez,1,-3.2,0.4,-2.8,1.4,Paul Prince,wndznn45
bodwwt51,2968770,Bernice Coker,1,-0.8,-2.9,-1.7,0.7,Jeanette Lindley,mmxgfl83
zhyimm28,7875951,John Nicholson,0,2,4.1,4.8,1.3,Jeanette Lindley,mmxgfl83
dcmbkr26,9600354,Jerome Morgan,0,-0.9,0.9,-0.4,-4.5,Michelle Cuellar,oqgnwy64
avsikm58,8497397,Michael Anderson,1,0.7,1.9,1.8,-2.1,Jeanette Lindley,mmxgfl83
avuqpe49,8584151,Susan Mata,0,1.4,3.9,3.3,0.8,Patricia Jackson,hfyvek38
gzcupn08,5761050,Ivan Wand,0,-0.5,4.5,4.3,-3.5,Kenyatta Berrios,ysftax93
mjirfg26,1067067,George Edwards,1,-2.2,3.8,1.3,3.6,Irene Feldman,ekhymj67
ujyjrv51,7363618,John Elliott,0,-0.8,3.8,4.7,2.6,Fred Johnson,fj123
eohxdn66,2058136,Roselyn Boyd,0,0.1,3.1,4.5,4.2,Luis Yoxall,flgkpr62
qturbq34,9460512,Cindy Martinez,1,-99,-99,-99,-99,Marie Roberts,vnxici28
nerdke48,8328405,Richard Krammes,0,-0.5,2.4,4.5,3.9,Emily Santos-Bacca,esb99
lcmufl38,7136510,Vivian Albertson,1,-0.5,1.6,3.3,-1.4,Anne Hernandez,ssujpa10
nhdlyb11,4019134,Roy Mueller,0,-0.9,1.9,1.7,-1.8,Marie Roberts,vnxici28
kjafnr56,2089129,Louis Smith,0,1.3,3.2,4.3,-0.1,Irene Feldman,ekhymj67
fvbizs04,5920908,James Woodson,0,-2.1,0.7,1.1,0.2,Luis Yoxall,flgkpr62
omcfpr58,0031927,Henry Chittum,0,1.4,2,1.9,0.7,Samuel Dalton,wpqorn73
ycsgxc71,0171353,Blake Mccrystal,0,-1,1.6,3,3.3,Marie Roberts,vnxici28
ujipez92,7128254,Christine Mohan,1,-1.9,0.2,0.6,-1.5,Fred Johnson,fj123
ukdyjk41,5033638,Anna Ellis,0,0.9,4.2,4.9,2.2,Fred Johnson,fj123
plyjct33,3009675,Jimmie Russo,0,-0.6,2.4,3.6,-0.3,Paul Prince,wndznn45
gskqqe68,4545569,Barbara Wells,1,0,2.1,2.9,3.8,Samuel Dalton,wpqorn73
umcgmk83,0097203,Timothy Mckeown,1,1,2.7,4.6,3.2,Jeanne Mason,cnotli32
serpcv27,6952668,Patricia Thompson,0,0.8,0.8,1.9,4.2,Emily Santos-Bacca,esb99
obmrhz36,9968017,John Romero,0,-0.6,2,1.8,-4.3,Paul Prince,wndznn45
pbgnus43,6605814,Jonathan Heller,0,0,3.2,1.3,0.1,Anne Hernandez,ssujpa10
nviqef84,4027114,Christopher Carroll,0,-0.8,0.5,-0.6,-4.6,Michelle Cuellar,oqgnwy64
wqeuws40,2419185,Thomas Emilio,0,-4.1,1.3,3.5,2.7,Paul Prince,wndznn45
ispwpv36,2346027,Maxine Colon,0,-0.3,3.5,2,-5,Irene Feldman,ekhymj67
pzhzcd80,1407671,Paula Mckay,0,-0.6,3.3,3.5,1,Emily Santos-Bacca,esb99
mflapi31,5636982,Robert Coro,0,-0.5,4.1,4,3,Luis Yoxall,flgkpr62
nlgtmb12,0456745,John Franck,0,-3.1,2.1,2.6,0.8,Basia Murton,bm8567
csdkmt91,1895400,Zane Dyke,0,0.3,3.2,3.8,3.8,Emily Santos-Bacca,esb99
obozuw03,2074285,Teresa Tyner,1,-0.4,1.7,3,-4.9,Kenyatta Berrios,ysftax93
xbdqth21,0329644,Mike Allen,1,2.9,4.8,4.4,-0.4,Fred Johnson,fj123
tjcbrc31,1532831,Kellie Miller,0,-1.2,1.4,3.4,4.1,Paul Prince,wndznn45
qxmkpx74,7748860,Bonnie Sawyers,0,-1.6,4.2,3.7,2.9,Fred Johnson,fj123
vdvmdh42,4409756,Hazel Heil,0,0.7,2.9,4.5,1.9,Emily Santos-Bacca,esb99
ebfjna21,2543258,Brian Drutman,0,-1.8,1.9,2.7,-4.6,Patricia Jackson,hfyvek38
pkhxvs16,8566678,Donna Pifer,0,-1,4.6,3.1,3.1,Anne Hernandez,ssujpa10
nbvpst82,9246108,Daisy Caughey,0,-0.3,2.5,-0.2,1,Jeanette Lindley,mmxgfl83
qsdcye75,5245293,Eric Olsen,0,1,3.8,3.7,2.2,Kenyatta Berrios,ysftax93
jrtlwa60,8699713,Alfredo Dugat,0,0.4,2,3.2,2.7,Marie Roberts,vnxici28
secucl78,3906047,Cheryl Horowitz,0,0.7,2.1,0.6,-1.9,Samuel Dalton,wpqorn73
imydyg08,9187418,Elizabeth Woods,1,-4.9,-3.7,-3.8,-4.4,Basia Murton,bm8567
atrcdx36,3950728,Milagros Bergsma,0,0.5,5,4.2,4.6,Fred Johnson,fj123
qldrws53,4125342,Stephen Cassiano,0,-4.6,-4.2,-1.3,-4.8,Anne Hernandez,ssujpa10
kuqdjp92,9532446,Edward Marker,0,2.1,3.2,3.4,-0.7,Patricia Jackson,hfyvek38
ardsqr25,9750024,Edward Whitley,0,-1.9,3.4,3.2,2.5,Michelle Cuellar,oqgnwy64
ctinls22,2493242,Ismael Buck,0,-99,-99,-99,4.6,Jeanne Mason,cnotli32
iuoasb08,8111508,Hanh Vance,0,-0.5,0.1,1.4,-4.3,Kenyatta Berrios,ysftax93
zgpkzt19,2582431,Greg Youngman,0,1.3,3.4,3.1,1.1,Marie Roberts,vnxici28
vurzud60,7530892,Mary Perez,0,0.1,1.2,2.3,4.6,Irene Feldman,ekhymj67
skbmqn43,9334612,Lena Lamb,0,0.7,4.1,4.3,-2.2,Jeanne Mason,cnotli32
rxlpea67,1846429,William Meredith,0,-0,1.4,-0.9,-1.7,Patricia Jackson,hfyvek38
nfrstx48,9124351,Dennis Barker,0,0.7,3.1,3.4,3.5,Luis Yoxall,flgkpr62
azpjbl95,0572884,Franklin Whelan,1,-0.8,4,4.3,3.4,Fred Johnson,fj123
hoavho24,4792830,Clifford Diaz,0,2.1,1.7,2.5,2.3,Michelle Cuellar,oqgnwy64
hctykz46,8553050,Mike Hopper,0,-1.9,1.2,3.4,-1.2,Irene Feldman,ekhymj67
plgyyh71,9537626,Joe Caudillo,1,-0.1,1,1.4,1.3,Samuel Dalton,wpqorn73
ozsjfe97,4345897,Jane Holly,0,-0.5,0.9,1.2,-4.5,Luis Yoxall,flgkpr62
xmbfnh04,0362449,Martha Jacobson,0,1.6,2.9,4.5,-3.4,Paul Prince,wndznn45
anybeh83,0737715,Shawn Alicea,0,0.8,5,1.9,3.9,Paul Prince,wndznn45
tmrmnx18,9953363,David Tidwell,0,0.2,3,4.9,4,Emily Santos-Bacca,esb99
rgfpdi18,6614699,Marcia Rogers,0,-2.6,1.4,2.1,-4.3,Basia Murton,bm8567
jcxdld62,3797501,Raul Sanchez,0,-0.2,3.9,4.8,0.2,Dawn Curtin,sweucq96
jmqvfp09,0511924,James Gonzalez,1,-1.1,3.4,3.4,-4.9,Jeanne Mason,cnotli32
dmzfko73,9436744,Joseph Thomas,1,-0.4,1.4,0.8,-3,Fred Johnson,fj123
ffyrae55,7973135,Sally Dartez,0,0,4.7,3,-3.4,Emily Santos-Bacca,esb99
uislfq97,8212743,Darin Wolfman,0,-1.9,2.4,1.6,0.8,Kenyatta Berrios,ysftax93
bxpgnn35,3883060,Sheri Cota,1,-0.2,3.3,3.1,-3.2,Marie Roberts,vnxici28
dgmbcz38,9396770,Alex Potter,0,-1.5,1.5,0.5,1.3,Fred Johnson,fj123
fperoy16,7760209,Starr Vy,0,-1,0.5,0.1,2.2,Kenyatta Berrios,ysftax93
lztrfg52,7717321,Melinda Jones,0,-3.1,3.9,1,2.6,Samuel Dalton,wpqorn73
mpjtgs65,9406299,John Poulsen,1,1,4,4.8,2.5,Kenyatta Berrios,ysftax93
ghxmtz90,1685854,John Amrhein,1,-1.5,4.4,3.5,-3,Kenyatta Berrios,ysftax93
draons35,5725447,Felix Perisho,1,-2.8,3.3,4.8,3.4,Jeanette Lindley,mmxgfl83
uifaiw84,9242174,William Muhammad,1,-2,-0,0.5,-0.7,Jeanette Lindley,mmxgfl83
runbmb10,1384126,James Kern,1,1,2,4.1,-0.3,Marie Roberts,vnxici28
uhutfz96,2683339,Eduardo Kramer,0,2.9,1.4,1.8,0.7,Paul Prince,wndznn45
jpickc73,3287531,Steve Weldon,0,-1.8,5,3.1,1.1,Anne Hernandez,ssujpa10
fpvqnt79,7697270,Ivy Cooks,0,1.3,2,1.7,-1.6,Samuel Dalton,wpqorn73
mchqjy24,7627343,Jean Singleton,0,0.3,5,4.1,4.6,Basia Murton,bm8567
jubwmf42,7187235,Eric Mcwhorter,1,-0.2,2.5,3.7,1.9,Basia Murton,bm8567
rjtvyn23,6220987,Lina Baber,0,-0.8,1.8,3.3,3.6,Kenyatta Berrios,ysftax93
mqcqee62,0968294,Jessie Deaton,1,-99,-99,-99,-99,Dawn Curtin,sweucq96
rqkzmn95,6154546,Thomas Ehmann,0,0.1,3.5,4.8,2.4,Jeanne Mason,cnotli32
ihzqvi12,6521369,Alma Wilson,1,0.2,3.8,3.5,-3.1,Michelle Cuellar,oqgnwy64
mamepe21,6680903,Dina Burkitt,0,0.3,4.6,4.5,3.5,Luis Yoxall,flgkpr62
tmuxdw24,8183135,Elias Humphries,1,-0.3,3.2,2.6,-0.4,Fred Johnson,fj123
lukpyz77,2901624,Son Moreno,1,-5,-4.7,-4.4,2.3,Emily Santos-Bacca,esb99
rrqyat16,6613809,Vicki Sullivan,0,-4.3,-2.1,-3.2,4.1,Jeanne Mason,cnotli32
kfnewt81,5773225,Gregory Outlaw,1,-1.3,3,1.6,1.7,Basia Murton,bm8567
xjhwxk94,4102719,Diane Pfeiffer,1,-1.3,4,2.7,0.7,Dawn Curtin,sweucq96
lhfpdi57,1698269,Colin Diaz,0,1.1,3.3,2.6,0,Marie Roberts,vnxici28
cigyig38,1833998,Linda Mortensen,0,1.4,0.4,1.8,1.3,Basia Murton,bm8567
mwftoc94,5712215,Sofia Pavlick,1,-0.4,3.2,3.8,2.9,Luis Yoxall,flgkpr62
klzkyz57,3760410,Teresa Hughes,1,-5,-5,-5,-5,Paul Prince,wndznn45
nolyxc92,6425402,Jeffrey White,0,0.7,-0.8,0.4,-5,Paul Prince,wndznn45
jvlnav00,6007424,Irma Smith,0,1.4,3.5,3.5,4.2,Marie Roberts,vnxici28
